datetime,open_luna,high_luna,low_luna,close_luna,open_ust,high_ust,low_ust,close_ust,open_btc,high_btc,low_btc,close_btc,open_eth,high_eth,low_eth,close_eth,open_usdt,high_usdt,low_usdt,close_usdt,open_usdc,high_usdc,low_usdc,close_usdc,open_busd,high_busd,low_busd,close_busd
2022-05-13 23:31:00,5e-05,5e-05,5e-05,5e-05,0.16148,0.16264,0.16148,0.1615,29491.67969,29491.67969,29478.01953,29478.01953,2043.26001,2043.26001,2043.26001,2043.26001,0.998,0.9981,0.9979,0.9981,1.002,1.002,1.002,1.002,1.002,1.0021,1.002,1.0021
2022-05-13 23:30:00,5e-05,5e-05,5e-05,5e-05,0.1608,0.16264,0.1608,0.16264,29487.07031,29492.42969,29479.80078,29487.13086,2045.63,2045.63,2043.91003,2043.91003,0.998,0.9981,0.9979,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:29:00,5e-05,5e-05,5e-05,5e-05,0.161,0.161,0.161,0.161,29525.90039,29525.90039,29487.07031,29499.84961,2047.54004,2047.54004,2047.54004,2047.54004,0.9979,0.998,0.9979,0.998,1.0019,1.0019,1.0019,1.0019,1.002,1.0021,1.002,1.0021
2022-05-13 23:28:00,5e-05,5e-05,5e-05,5e-05,0.16075,0.16075,0.16075,0.16075,29534.88086,29535.88086,29517.15039,29517.15039,2050.06006,2050.06006,2049.6499,2049.6499,0.998,0.998,0.998,0.998,1.0019,1.0019,1.0019,1.0019,1.0022,1.0022,1.0022,1.0022
2022-05-13 23:27:00,5e-05,5e-05,5e-05,5e-05,0.155,0.15996,0.155,0.15996,29522.33984,29534.88086,29518.82031,29530.75,2050.56006,2050.56006,2050.56006,2050.56006,0.9979,0.998,0.9979,0.998,1.002,1.002,1.002,1.002,1.0022,1.0022,1.0022,1.0022
2022-05-13 23:26:00,5e-05,5e-05,5e-05,5e-05,0.15961,0.15961,0.155,0.155,29510.43945,29522.33984,29505.92969,29520.03906,2049.82007,2049.82007,2048.6499,2048.6499,0.998,0.998,0.998,0.998,1.0019,1.0019,1.0019,1.0019,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:25:00,5e-05,5e-05,5e-05,5e-05,0.15999,0.16004,0.15779,0.15849,29531.78906,29533.23047,29509.0,29519.64062,2047.75,2047.75,2047.75,2047.75,0.998,0.998,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0022,1.0021,1.0022
2022-05-13 23:24:00,5e-05,5e-05,5e-05,5e-05,0.15904,0.15999,0.15779,0.15779,29526.78906,29543.91992,29526.78906,29528.99023,2052.78003,2052.78003,2050.38989,2050.38989,0.9981,0.9981,0.998,0.998,1.0019,1.0019,1.0019,1.0019,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:23:00,5e-05,5e-05,5e-05,5e-05,0.15712,0.15976,0.15516,0.15835,29496.08984,29543.91992,29482.57031,29530.60938,2050.81006,2050.81006,2050.81006,2050.81006,0.9981,0.9981,0.998,0.998,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 23:22:00,5e-05,5e-05,5e-05,5e-05,0.16066,0.16066,0.15516,0.1576,29506.03906,29506.03906,29488.19922,29488.19922,2046.38,2048.56006,2046.38,2048.56006,0.998,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 23:21:00,5e-05,5e-05,5e-05,5e-05,0.16057,0.16066,0.1587,0.16059,29501.49023,29513.00977,29474.48047,29513.00977,2046.31995,2046.31995,2046.31995,2046.31995,0.9979,0.998,0.9979,0.998,1.0021,1.0021,1.002,1.002,1.0021,1.0021,1.002,1.002
2022-05-13 23:20:00,5e-05,5e-05,5e-05,5e-05,0.1589,0.16057,0.15811,0.15984,29455.83008,29516.96094,29455.83008,29474.48047,2045.98999,2047.48999,2045.98999,2047.48999,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:19:00,5e-05,5e-05,5e-05,5e-05,0.15611,0.159,0.15611,0.1589,29473.0293,29478.83984,29455.83008,29464.38086,2043.21997,2044.84998,2043.21997,2044.84998,0.9981,0.9981,0.9981,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:18:00,5e-05,5e-05,5e-05,5e-05,0.15505,0.15697,0.15505,0.15611,29488.24023,29527.90039,29467.15039,29478.58008,2045.01001,2045.01001,2045.01001,2045.01001,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:17:00,5e-05,5e-05,5e-05,5e-05,0.155,0.15577,0.15499,0.15499,29540.74023,29579.06055,29525.49023,29527.90039,2049.51001,2049.51001,2047.39001,2047.39001,0.998,0.9981,0.998,0.9981,1.0021,1.0021,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:16:00,5e-05,5e-05,5e-05,5e-05,0.15489,0.15489,0.15489,0.15489,29546.09961,29579.06055,29546.09961,29574.18945,2053.05005,2053.05005,2053.05005,2053.05005,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:15:00,5e-05,5e-05,5e-05,5e-05,0.155,0.155,0.155,0.155,29541.61914,29557.25,29539.90039,29546.89062,2054.26001,2055.37012,2054.26001,2055.37012,0.9981,0.9982,0.998,0.9982,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:14:00,5e-05,5e-05,5e-05,5e-05,0.15251,0.15354,0.15227,0.15354,29552.65039,29563.5293,29540.67969,29540.67969,2053.31006,2053.31006,2053.31006,2053.31006,0.9981,0.9981,0.9981,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:13:00,5e-05,5e-05,5e-05,5e-05,0.15267,0.15352,0.1525,0.1525,29558.06055,29571.99023,29552.65039,29571.99023,2055.28003,2055.28003,2053.59009,2053.59009,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:12:00,5e-05,5e-05,5e-05,5e-05,0.15198,0.15352,0.15148,0.1525,29622.23047,29622.23047,29553.25,29564.16992,2055.17993,2055.17993,2055.17993,2055.17993,0.9981,0.9981,0.998,0.9981,1.002,1.0021,1.002,1.0021,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:11:00,5e-05,5e-05,5e-05,5e-05,0.15097,0.153,0.15097,0.15151,29572.41992,29622.23047,29558.2207,29610.90039,2060.11011,2060.11011,2056.23999,2056.23999,0.998,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:10:00,5e-05,5e-05,5e-05,5e-05,0.15121,0.153,0.15097,0.15151,29560.78906,29580.09961,29558.2207,29558.2207,2060.98999,2060.98999,2060.98999,2060.98999,0.998,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0022,1.0022,1.0021,1.0021
2022-05-13 23:09:00,5e-05,5e-05,5e-05,5e-05,0.1516,0.1516,0.14979,0.15121,29548.41016,29577.76953,29542.48047,29548.7793,2056.3501,2059.12012,2056.3501,2059.12012,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:08:00,5e-05,5e-05,5e-05,5e-05,0.15257,0.15257,0.15092,0.15257,29554.66016,29562.44922,29536.71094,29562.44922,2055.30005,2055.30005,2055.30005,2055.30005,0.9981,0.9981,0.998,0.998,1.0021,1.0021,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:06:00,5e-05,5e-05,5e-05,5e-05,0.14981,0.15419,0.14981,0.15197,29516.74023,29540.5,29494.25,29532.42969,2051.71997,2053.47998,2051.71997,2053.47998,0.998,0.9981,0.998,0.998,1.002,1.0021,1.002,1.0021,1.002,1.002,1.002,1.002
2022-05-13 23:05:00,5e-05,5e-05,5e-05,5e-05,0.1524,0.1524,0.14981,0.15064,29484.68945,29497.03906,29463.60938,29469.0293,2049.48999,2049.48999,2049.48999,2049.48999,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:04:00,5e-05,5e-05,5e-05,5e-05,0.15016,0.1524,0.15016,0.1524,29475.21094,29497.03906,29464.5293,29486.7793,2047.76001,2048.07007,2047.76001,2048.07007,0.998,0.9981,0.998,0.9981,1.0021,1.0021,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:03:00,5e-05,5e-05,5e-05,5e-05,0.15127,0.152,0.15127,0.15132,29457.63086,29475.21094,29447.5293,29470.80078,2046.68994,2046.68994,2046.68994,2046.68994,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:02:00,5e-05,5e-05,5e-05,5e-05,0.14821,0.15131,0.14702,0.15131,29456.0,29460.44922,29436.23047,29448.17969,2044.13,2047.81006,2044.13,2047.81006,0.998,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 23:01:00,5e-05,5e-05,5e-05,5e-05,0.1475,0.149,0.147,0.149,29474.25977,29478.41992,29436.23047,29436.23047,2044.47998,2044.47998,2044.47998,2044.47998,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 23:00:00,5e-05,5e-05,5e-05,5e-05,0.15,0.15,0.14648,0.147,29472.93945,29478.41992,29450.24023,29478.41992,2047.94995,2047.94995,2046.54004,2046.54004,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 22:59:00,5e-05,5e-05,5e-05,5e-05,0.147,0.15,0.147,0.148,29447.63086,29473.43945,29447.63086,29450.24023,2048.3501,2048.3501,2048.3501,2048.3501,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 22:58:00,5e-05,5e-05,5e-05,5e-05,0.14492,0.14838,0.14242,0.14526,29496.34961,29515.68945,29447.63086,29465.19922,2048.82007,2048.82007,2047.26001,2047.26001,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 22:57:00,5e-05,5e-05,5e-05,5e-05,0.14515,0.14672,0.14267,0.14443,29472.41016,29515.68945,29472.41016,29504.90039,2050.71997,2050.71997,2050.71997,2050.71997,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.0021,1.0021,1.002,1.002
2022-05-13 22:56:00,5e-05,5e-05,5e-05,5e-05,0.147,0.147,0.14428,0.14596,29506.56055,29506.56055,29472.41016,29490.50977,2048.16992,2050.54004,2048.16992,2050.54004,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.0021,1.0021,1.0021,1.0021
2022-05-13 22:55:00,5e-05,5e-05,5e-05,5e-05,0.14205,0.147,0.14205,0.14631,29537.93945,29537.93945,29490.63086,29490.90039,2046.20996,2046.20996,2046.20996,2046.20996,0.9982,0.9982,0.9982,0.9982,1.0019,1.002,1.0019,1.002,1.002,1.0021,1.002,1.0021
2022-05-13 22:54:00,5e-05,5e-05,5e-05,5e-05,0.1489,0.1489,0.14205,0.1436,29537.30078,29537.93945,29530.43945,29535.41992,2050.37988,2050.37988,2047.71997,2047.71997,0.998,0.9982,0.998,0.9982,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:53:00,5e-05,5e-05,5e-05,5e-05,0.1471,0.1489,0.14644,0.14796,29547.50977,29557.63086,29532.08984,29532.08984,2050.73999,2050.73999,2050.18994,2050.18994,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:52:00,5e-05,5e-05,5e-05,5e-05,0.14925,0.14968,0.14774,0.14774,29503.59961,29545.93945,29503.59961,29532.5,2050.36011,2050.36011,2050.36011,2050.36011,0.9981,0.9981,0.9981,0.9981,1.0019,1.0019,1.0019,1.0019,1.0019,1.002,1.0019,1.002
2022-05-13 22:51:00,5e-05,5e-05,5e-05,5e-05,0.15046,0.15135,0.14744,0.14925,29541.2207,29545.93945,29501.44922,29545.93945,2046.35999,2049.25,2046.35999,2049.25,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 22:50:00,5e-05,5e-05,5e-05,5e-05,0.148,0.15135,0.148,0.148,29527.43945,29551.60938,29500.50977,29500.50977,2043.91003,2043.91003,2043.91003,2043.91003,0.9981,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.0019,1.0019
2022-05-13 22:49:00,5e-05,5e-05,5e-05,5e-05,0.15106,0.15332,0.148,0.14946,29565.35938,29568.42969,29534.68945,29551.60938,2048.25,2048.25,2047.40002,2047.40002,0.9981,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:48:00,5e-05,5e-05,5e-05,5e-05,0.1525,0.15332,0.15106,0.15112,29557.99023,29582.00977,29551.75977,29582.00977,2049.82007,2049.82007,2049.82007,2049.82007,0.9981,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.0019,1.0019
2022-05-13 22:46:00,5e-05,5e-05,5e-05,5e-05,0.15864,0.161,0.15847,0.15873,29592.89062,29592.89062,29545.69922,29545.69922,2048.20996,2048.20996,2048.20996,2048.20996,0.998,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:45:00,5e-05,5e-05,5e-05,5e-05,0.15845,0.159,0.15845,0.159,29592.89062,29592.89062,29562.0,29576.41016,2052.47998,2052.47998,2050.68994,2050.68994,0.9981,0.9982,0.9981,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:44:00,5e-05,5e-05,5e-05,5e-05,0.15669,0.15845,0.15669,0.15845,29625.33008,29625.33008,29598.14062,29598.14062,2052.0,2052.0,2052.0,2052.0,0.9982,0.9982,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.0019,1.0019
2022-05-13 22:43:00,5e-05,5e-05,5e-05,5e-05,0.15437,0.1567,0.15311,0.1567,29626.58008,29626.58008,29618.21094,29626.58008,2055.12012,2055.12012,2052.44995,2052.44995,0.998,0.9982,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:42:00,5e-05,5e-05,5e-05,5e-05,0.15395,0.15509,0.15305,0.15311,29650.44922,29650.44922,29619.59961,29624.57031,2054.73999,2054.73999,2054.73999,2054.73999,0.9981,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:41:00,5e-05,5e-05,5e-05,5e-05,0.15518,0.15518,0.15395,0.15395,29666.75,29666.75,29638.05078,29653.42969,2058.3501,2058.3501,2056.72998,2056.72998,0.998,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 22:40:00,5e-05,5e-05,5e-05,5e-05,0.15402,0.1554,0.1539,0.155,29642.11914,29668.16992,29639.61914,29663.58984,2059.86011,2059.86011,2059.86011,2059.86011,0.9981,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 22:39:00,5e-05,5e-05,5e-05,5e-05,0.15578,0.15626,0.15402,0.1554,29634.07031,29653.90039,29608.75977,29639.61914,2060.51001,2060.83008,2060.51001,2060.83008,0.998,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:38:00,5e-05,5e-05,5e-05,5e-05,0.15106,0.15562,0.15106,0.15362,29628.13086,29634.07031,29605.74023,29608.75977,2058.94995,2058.94995,2058.94995,2058.94995,0.998,0.9981,0.998,0.9981,1.002,1.002,1.0019,1.0019,1.0019,1.002,1.0019,1.002
2022-05-13 22:37:00,5e-05,5e-05,5e-05,5e-05,0.15567,0.15567,0.15106,0.15283,29617.58008,29633.41992,29613.39062,29633.41992,2060.68994,2060.70996,2060.68994,2060.70996,0.9981,0.9981,0.9981,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:35:00,5e-05,5e-05,5e-05,5e-05,0.15379,0.15703,0.15252,0.15252,29641.4707,29654.9707,29609.58984,29617.63086,2058.05005,2058.05005,2058.05005,2058.05005,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.0019,1.002,1.0019,1.002
2022-05-13 22:34:00,5e-05,5e-05,5e-05,5e-05,0.15557,0.16119,0.15557,0.15598,29658.28906,29660.0,29641.4707,29658.41992,2060.18994,2060.18994,2057.81006,2057.81006,0.9981,0.9981,0.998,0.9981,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
2022-05-13 22:33:00,5e-05,5e-05,5e-05,5e-05,0.15988,0.16119,0.15579,0.16004,29683.76953,29694.64062,29660.0,29666.16016,2060.36011,2060.36011,2060.36011,2060.36011,0.9981,0.9981,0.9981,0.9981,1.0019,1.002,1.0019,1.002,1.0019,1.002,1.0019,1.002
2022-05-13 22:32:00,5e-05,5e-05,5e-05,5e-05,0.15981,0.16066,0.15624,0.15801,29703.66992,29703.66992,29659.33008,29703.66992,2061.05005,2061.05005,2059.68994,2059.68994,0.9981,0.9981,0.9981,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:31:00,5e-05,5e-05,5e-05,5e-05,0.15739,0.16066,0.15624,0.15869,29643.24023,29680.96094,29641.71094,29680.96094,2060.30005,2060.30005,2060.30005,2060.30005,0.9981,0.9981,0.998,0.9981,1.0019,1.0019,1.0019,1.0019,1.002,1.002,1.002,1.002
2022-05-13 22:30:00,5e-05,5e-05,5e-05,5e-05,0.15403,0.15815,0.15286,0.15739,29641.66016,29687.67969,29639.88086,29649.58008,2057.75,2060.17993,2057.75,2060.17993,0.998,0.9981,0.998,0.998,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
